,Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor
2757,2757,AMD Radeon R9 370X,GPU,2015-08-27,28.0,180.0,212.0,2800.0,980.0,TSMC,AMD
2758,2758,AMD Radeon Vega 3 Mobile,GPU,2019-01-06,14.0,15.0,210.0,4940.0,300.0,GF,AMD
2759,2759,AMD Radeon R7 M265DX,GPU,2014-01-07,28.0,,56.0,690.0,780.0,TSMC,AMD
2760,2760,NVIDIA Quadro FX Go700,GPU,2003-06-25,130.0,,121.0,80.0,295.0,TSMC,NVIDIA
2761,2761,AMD Radeon HD 7950M,GPU,2012-04-24,28.0,75.0,212.0,2800.0,700.0,TSMC,AMD
2762,2762,ATI Mobility Radeon HD 5750,GPU,2010-01-07,40.0,25.0,104.0,627.0,550.0,TSMC,ATI
2763,2763,AMD Radeon Vega 8,GPU,2018-02-12,14.0,65.0,210.0,4940.0,300.0,GF,AMD
2764,2764,NVIDIA GRID K1,GPU,2013-03-18,28.0,130.0,118.0,1270.0,850.0,TSMC,NVIDIA
2765,2765,NVIDIA GeForce RTX 3050 Max-Q,GPU,2021-01-01,8.0,,,,712.0,Samsung,NVIDIA
2766,2766,NVIDIA GeForce G100 OEM,GPU,2009-03-10,65.0,35.0,86.0,210.0,540.0,TSMC,NVIDIA
2767,2767,AMD Radeon R7 360,GPU,2015-06-18,28.0,100.0,160.0,2080.0,1000.0,TSMC,AMD
2768,2768,AMD Radeon R7 M260DX,GPU,2014-10-12,28.0,,125.0,1550.0,925.0,TSMC,AMD
2769,2769,Intel HD Graphics 4200,GPU,2013-09-02,22.0,4.0,,,200.0,Intel,Intel
2770,2770,NVIDIA GeForce 6200 PCI,GPU,2008-01-16,110.0,,110.0,75.0,280.0,TSMC,NVIDIA
2771,2771,NVIDIA GeForce MX250,GPU,2019-02-21,14.0,25.0,74.0,1800.0,1519.0,Samsung,NVIDIA
2772,2772,NVIDIA GeForce4 MX 4000 Rev. 2,GPU,2003-12-14,150.0,,65.0,29.0,250.0,TSMC,NVIDIA
2773,2773,NVIDIA GeForce Go 6400,GPU,2006-02-01,110.0,,110.0,75.0,400.0,TSMC,NVIDIA
2774,2774,NVIDIA Quadro K2100M,GPU,2013-07-23,28.0,55.0,221.0,2540.0,667.0,TSMC,NVIDIA
2775,2775,NVIDIA GeForce 945M,GPU,2016-04-08,28.0,23.0,,,1006.0,TSMC,NVIDIA
2776,2776,NVIDIA GeForce 6800,GPU,2004-11-08,130.0,,225.0,222.0,325.0,TSMC,NVIDIA
2777,2777,NVIDIA Quadro FX 1800M,GPU,2009-06-15,40.0,45.0,144.0,727.0,561.0,TSMC,NVIDIA
2778,2778,NVIDIA Tesla K40st,GPU,2013-11-22,28.0,245.0,561.0,7080.0,575.0,TSMC,NVIDIA
2779,2779,XGI Volari V5 Ultra,GPU,2003-09-15,130.0,,,90.0,350.0,UMC,Other
2780,2780,NVIDIA RTX A4000,GPU,2021-04-12,8.0,140.0,392.0,17400.0,735.0,Samsung,NVIDIA
2781,2781,NVIDIA GeForce GT 130M,GPU,2009-01-08,55.0,23.0,121.0,314.0,600.0,TSMC,NVIDIA
2782,2782,AMD Radeon Vega 11 Embedded,GPU,2018-02-13,14.0,35.0,210.0,4940.0,300.0,GF,AMD
2783,2783,NVIDIA GeForce FX 5900 ZT,GPU,2003-05-12,130.0,,207.0,135.0,325.0,TSMC,NVIDIA
2784,2784,NVIDIA GeForce RTX 3070 Ti,GPU,2021-01-01,8.0,200.0,392.0,17400.0,1575.0,Samsung,NVIDIA
2785,2785,Intel GMA 3100,GPU,2007-05-09,90.0,13.0,,,400.0,Intel,Intel
2786,2786,NVIDIA GeForce 8600 GT,GPU,2007-04-17,80.0,47.0,169.0,289.0,540.0,TSMC,NVIDIA
2787,2787,Intel Iris Pro Graphics P580,GPU,2015-09-01,14.0,15.0,,,350.0,Intel,Intel
2788,2788,ATI FireGL 9800 X2-256T,GPU,2003-10-01,150.0,,218.0,117.0,412.0,TSMC,ATI
2789,2789,NVIDIA GeForce 945A,GPU,2015-03-13,28.0,33.0,,,1006.0,TSMC,NVIDIA
2790,2790,NVIDIA Quadro Plex 2200 S4,GPU,2008-07-25,55.0,600.0,470.0,1400.0,648.0,TSMC,NVIDIA
2791,2791,ATI Mobility Radeon X2300,GPU,2007-03-01,80.0,,100.0,107.0,479.0,UMC,ATI
2792,2792,NVIDIA GeForce RTX 2080 Max-Q,GPU,2019-01-29,12.0,90.0,545.0,13600.0,735.0,TSMC,NVIDIA
2793,2793,AMD Radeon HD 7670 OEM,GPU,2012-01-05,40.0,66.0,118.0,716.0,800.0,TSMC,AMD
2794,2794,Matrox Millennium G550 PCIe,GPU,2001-11-26,180.0,,,10.0,125.0,UMC,Other
2795,2795,AMD Radeon Pro 5700 XT,GPU,2020-08-04,7.0,130.0,251.0,10300.0,1243.0,TSMC,AMD
2796,2796,NVIDIA GeForce 7300 LE,GPU,2006-03-22,90.0,,81.0,112.0,450.0,TSMC,NVIDIA
2797,2797,ATI FirePro V9800,GPU,2010-09-09,40.0,250.0,334.0,2154.0,850.0,TSMC,ATI
2798,2798,AMD Radeon R5 435 OEM,GPU,2016-06-30,28.0,50.0,56.0,690.0,1030.0,TSMC,AMD
2799,2799,NVIDIA Quadro RTX 4000,GPU,2018-11-13,12.0,160.0,545.0,13600.0,1005.0,TSMC,NVIDIA
2800,2800,NVIDIA GeForce 7950 GT AGP,GPU,2007-04-02,90.0,65.0,196.0,278.0,500.0,TSMC,NVIDIA
2801,2801,Intel Iris Plus Graphics 640,GPU,2017-01-03,14.0,15.0,,,300.0,Intel,Intel
2802,2802,ATI Radeon X800 XT,GPU,2004-12-01,130.0,54.0,289.0,160.0,500.0,TSMC,ATI
2803,2803,AMD Radeon HD 6350,GPU,2011-02-07,40.0,19.0,59.0,292.0,650.0,TSMC,AMD
2804,2804,AMD Radeon HD 6870,GPU,2010-10-21,40.0,151.0,255.0,1700.0,900.0,TSMC,AMD
2805,2805,Intel UHD Graphics 600,GPU,2017-12-11,14.0,5.0,,,200.0,Intel,Intel
2806,2806,ATI Radeon X1700 FSC,GPU,2007-11-05,80.0,44.0,131.0,330.0,587.0,TSMC,ATI
2807,2807,NVIDIA GeForce 615,GPU,2012-05-15,40.0,49.0,116.0,585.0,660.0,TSMC,NVIDIA
2808,2808,NVIDIA Switch GPU 16nm,GPU,2019-08-16,16.0,15.0,100.0,2000.0,384.0,TSMC,NVIDIA
2809,2809,ATI FireGL V3100,GPU,2004-09-01,110.0,,74.0,107.0,391.0,TSMC,ATI
2810,2810,AMD Radeon R9 M270X,GPU,2015-02-05,28.0,,160.0,2080.0,900.0,TSMC,AMD
2811,2811,ATI Radeon X550 XTX,GPU,2007-01-24,110.0,,156.0,120.0,400.0,TSMC,ATI
2812,2812,AMD Radeon RX 560 896SP,GPU,2017-07-04,14.0,45.0,123.0,3000.0,1090.0,GF,AMD
2813,2813,AMD Radeon HD 8350G IGP,GPU,2013-03-12,32.0,35.0,246.0,1303.0,514.0,TSMC,AMD
2814,2814,ATI Radeon X300 LE,GPU,2004-09-01,110.0,,74.0,107.0,325.0,TSMC,ATI
2815,2815,AMD Radeon HD 8990 OEM,GPU,2013-04-24,28.0,375.0,365.0,4313.0,950.0,TSMC,AMD
2816,2816,NVIDIA GeForce GTX 560 Ti X2,GPU,2011-01-25,40.0,170.0,332.0,1950.0,850.0,TSMC,NVIDIA
2817,2817,NVIDIA GeForce FX Go5200,GPU,2003-03-01,150.0,,91.0,45.0,200.0,TSMC,NVIDIA
2818,2818,AMD Radeon Pro 5700,GPU,2020-08-04,7.0,130.0,251.0,10300.0,1243.0,TSMC,AMD
2819,2819,AMD Radeon HD 8550G IGP,GPU,2013-05-23,32.0,35.0,246.0,1303.0,515.0,TSMC,AMD
2820,2820,NVIDIA GeForce 810M,GPU,2015-03-21,28.0,45.0,118.0,1270.0,835.0,TSMC,NVIDIA
2821,2821,AMD Radeon HD 6550A,GPU,2011-02-07,40.0,35.0,104.0,627.0,550.0,TSMC,AMD
2822,2822,AMD Radeon HD 6530,GPU,2011-05-14,40.0,39.0,104.0,627.0,650.0,TSMC,AMD
2823,2823,ATI Radeon 9800 PRO,GPU,2003-10-01,150.0,47.0,218.0,117.0,380.0,TSMC,ATI
2824,2824,AMD FirePro W4100,GPU,2014-08-13,28.0,50.0,123.0,1500.0,630.0,TSMC,AMD
2825,2825,ATI Radeon X550 HyperMemory,GPU,2005-07-01,110.0,,74.0,107.0,400.0,TSMC,ATI
2826,2826,AMD Radeon RX Vega 11,GPU,2018-02-12,14.0,65.0,210.0,4940.0,300.0,GF,AMD
2827,2827,AMD Radeon RX 550 512SP,GPU,2017-10-13,14.0,50.0,123.0,3000.0,1019.0,GF,AMD
2828,2828,NVIDIA GeForce GTX 1080,GPU,2016-05-27,16.0,180.0,314.0,7200.0,1607.0,TSMC,NVIDIA
2829,2829,AMD Radeon R9 M380,GPU,2015-05-05,28.0,,160.0,2080.0,900.0,TSMC,AMD
2830,2830,ATI Mobility Radeon HD 2400 XT Mac Edition,GPU,2007-06-28,65.0,,82.0,180.0,650.0,TSMC,ATI
2831,2831,AMD Radeon Pro WX 7100,GPU,2016-11-10,14.0,130.0,232.0,5700.0,1188.0,GF,AMD
2832,2832,NVIDIA GeForce GTX 760,GPU,2013-06-25,28.0,170.0,294.0,3540.0,980.0,TSMC,NVIDIA
2833,2833,NVIDIA GRID K160Q,GPU,2013-06-28,28.0,130.0,118.0,1270.0,850.0,TSMC,NVIDIA
2834,2834,NVIDIA Tesla M2070,GPU,2011-07-25,40.0,225.0,529.0,3100.0,574.0,TSMC,NVIDIA
2835,2835,ATI Radeon E4690 PCIe,GPU,2009-06-01,55.0,30.0,146.0,514.0,600.0,TSMC,ATI
2836,2836,ATI Mobility Radeon HD 2400 XT,GPU,2007-05-14,65.0,,82.0,180.0,600.0,TSMC,ATI
2837,2837,NVIDIA GeForce GTX TITAN BLACK,GPU,2014-02-18,28.0,250.0,561.0,7080.0,889.0,TSMC,NVIDIA
2838,2838,ATI Radeon X1950 XT AGP,GPU,2006-10-17,90.0,96.0,352.0,384.0,625.0,TSMC,ATI
2839,2839,AMD Radeon HD 7400G IGP,GPU,2012-10-02,32.0,17.0,246.0,1303.0,327.0,TSMC,AMD
2840,2840,NVIDIA Quadro P5000,GPU,2016-10-01,16.0,180.0,314.0,7200.0,1607.0,TSMC,NVIDIA
2841,2841,NVIDIA GeForce GT 740 OEM,GPU,2015-04-14,28.0,65.0,221.0,2540.0,1050.0,TSMC,NVIDIA
2842,2842,ATI Radeon X600,GPU,2004-09-01,110.0,36.0,74.0,107.0,400.0,TSMC,ATI
2843,2843,AMD Radeon Pro W5300M,GPU,2019-11-13,7.0,85.0,158.0,6400.0,1000.0,TSMC,AMD
2844,2844,ATI Radeon X800 PRO,GPU,2004-05-01,130.0,48.0,289.0,160.0,475.0,TSMC,ATI
2845,2845,Intel Xeon Phi 3120A,GPU,2012-11-12,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel
2846,2846,AMD Radeon HD 7560D IGP,GPU,2012-10-02,32.0,65.0,246.0,1303.0,760.0,TSMC,AMD
2847,2847,NVIDIA GeForce 9400M G,GPU,2008-10-15,65.0,12.0,144.0,314.0,450.0,Unknown,NVIDIA
2848,2848,ATI Radeon 9500,GPU,2003-03-01,150.0,12.0,215.0,110.0,275.0,TSMC,ATI
2849,2849,ATI Radeon Xpress 1200 Mobile IGP,GPU,2007-02-28,90.0,,73.0,120.0,500.0,Unknown,ATI
2850,2850,AMD Radeon R9 M265X,GPU,2014-03-21,28.0,,123.0,1500.0,575.0,TSMC,AMD
2851,2851,NVIDIA GeForce GTS 450 Rev. 3,GPU,2012-07-11,40.0,106.0,238.0,1170.0,783.0,TSMC,NVIDIA
2852,2852,NVIDIA Quadro FX 4000,GPU,2004-04-01,130.0,142.0,287.0,222.0,375.0,TSMC,NVIDIA
2853,2853,AMD Radeon R7 360 896SP,GPU,2015-06-18,28.0,85.0,160.0,2080.0,1100.0,TSMC,AMD
2854,2854,NVIDIA GeForce 8800 Ultra,GPU,2007-05-02,90.0,171.0,484.0,681.0,612.0,TSMC,NVIDIA
2855,2855,Matrox M9125 PCIe x16,GPU,NaT,90.0,,,,250.0,UMC,Other
2856,2856,AMD Radeon HD 7690M XT Rebrand,GPU,2012-01-04,40.0,25.0,104.0,716.0,725.0,TSMC,AMD
2857,2857,NVIDIA GeForce 8800 GTX,GPU,2006-11-08,90.0,155.0,484.0,681.0,576.0,TSMC,NVIDIA
2858,2858,NVIDIA GeForce 6800 GT DDL,GPU,2004-04-14,130.0,80.0,287.0,222.0,350.0,TSMC,NVIDIA
2859,2859,ATI Radeon 9000 PRO Mac Edition,GPU,2004-03-14,150.0,28.0,97.0,36.0,275.0,TSMC,ATI
2860,2860,Intel Iris Pro Graphics 580,GPU,2015-09-01,14.0,15.0,,,350.0,Intel,Intel
2861,2861,AMD Radeon Pro WX 4150 Mobile,GPU,2017-03-01,14.0,50.0,123.0,3000.0,1002.0,GF,AMD
2862,2862,AMD Radeon VII,GPU,2019-02-07,7.0,295.0,331.0,13230.0,1400.0,TSMC,AMD
2863,2863,NVIDIA Quadro K1200,GPU,2015-01-28,28.0,45.0,148.0,1870.0,1058.0,TSMC,NVIDIA
2864,2864,AMD Radeon Pro V7350X2,GPU,NaT,14.0,200.0,232.0,5700.0,1188.0,GF,AMD
2865,2865,AMD Radeon R5 A335,GPU,2015-10-21,28.0,,56.0,690.0,1070.0,TSMC,AMD
2866,2866,NVIDIA GeForce2 Go 200,GPU,2001-02-06,180.0,2.0,64.0,20.0,143.0,TSMC,NVIDIA
2867,2867,Intel Xeon Phi 5120D,GPU,2013-06-17,22.0,245.0,350.0,5000.0,1053.0,Intel,Intel
2868,2868,ATI Mobility Radeon HD 4870 X2,GPU,2009-01-09,55.0,,256.0,956.0,550.0,TSMC,ATI
2869,2869,XGI Volari V5 Ultra,GPU,2003-09-15,130.0,,,90.0,350.0,UMC,Other
2870,2870,NVIDIA GeForce 7050 SE + nForce 630a,GPU,2006-02-01,90.0,,81.0,112.0,425.0,Unknown,NVIDIA
2871,2871,NVIDIA GeForce GT 740,GPU,2014-05-29,28.0,64.0,118.0,1270.0,993.0,TSMC,NVIDIA
2872,2872,NVIDIA Quadro K5000,GPU,2012-08-17,28.0,122.0,294.0,3540.0,706.0,TSMC,NVIDIA
2873,2873,NVIDIA GeForce MX150,GPU,2017-05-17,14.0,10.0,74.0,1800.0,937.0,Samsung,NVIDIA
2874,2874,NVIDIA GeForce 9200M,GPU,2008-10-15,65.0,12.0,144.0,314.0,450.0,Unknown,NVIDIA
2875,2875,ATI Mobility Radeon X1900,GPU,2007-01-11,80.0,,230.0,384.0,400.0,TSMC,ATI
2876,2876,AMD Radeon R7 360E,GPU,2015-12-30,28.0,75.0,160.0,2080.0,1050.0,TSMC,AMD
2877,2877,NVIDIA GeForce 6800 LE,GPU,2005-01-16,130.0,,225.0,222.0,325.0,TSMC,NVIDIA
2878,2878,AMD Radeon HD 6750,GPU,2011-01-21,40.0,86.0,166.0,1040.0,700.0,TSMC,AMD
2879,2879,AMD Radeon R5 430 OEM,GPU,2016-06-30,28.0,50.0,77.0,950.0,730.0,TSMC,AMD
2880,2880,AMD Radeon R9 260 OEM,GPU,2013-12-21,28.0,85.0,160.0,2080.0,1100.0,TSMC,AMD
2881,2881,NVIDIA GeForce 930M,GPU,2015-03-13,28.0,33.0,,,928.0,TSMC,NVIDIA
2882,2882,NVIDIA GeForce FX 5600 XT,GPU,2003-03-17,130.0,,121.0,80.0,235.0,TSMC,NVIDIA
2883,2883,AMD Radeon Graphics 512SP,GPU,2020-03-07,7.0,15.0,156.0,9800.0,400.0,TSMC,AMD
2884,2884,NVIDIA Quadro K5100M,GPU,2013-07-23,28.0,100.0,294.0,3540.0,771.0,TSMC,NVIDIA
2885,2885,ATI Mobility Radeon X300 IGP,GPU,2005-01-01,110.0,,74.0,107.0,300.0,Unknown,ATI
2886,2886,AMD Radeon Pro 580,GPU,2017-06-05,14.0,185.0,232.0,5700.0,1100.0,GF,AMD
2887,2887,NVIDIA GeForce 310 OEM,GPU,2009-11-27,40.0,31.0,57.0,260.0,589.0,TSMC,NVIDIA
2888,2888,NVIDIA GeForce 940MX,GPU,2016-06-28,28.0,23.0,148.0,1870.0,795.0,TSMC,NVIDIA
2889,2889,NVIDIA RTX A6000,GPU,2020-10-05,8.0,300.0,628.0,28300.0,1455.0,Samsung,NVIDIA
2890,2890,Intel Iris Plus Graphics G4,GPU,2019-05-29,10.0,15.0,,,300.0,Intel,Intel
2891,2891,ATI Mobility Radeon X2300 HD,GPU,2007-03-01,80.0,,100.0,107.0,479.0,TSMC,ATI
2892,2892,NVIDIA GeForce 8600 GTS Mac Edition,GPU,2007-09-21,80.0,75.0,169.0,289.0,675.0,TSMC,NVIDIA
2893,2893,NVIDIA GeForce 9500M G,GPU,2008-06-03,65.0,20.0,144.0,314.0,500.0,UMC,NVIDIA
2894,2894,ATI Radeon X800 SE,GPU,2004-10-04,130.0,,289.0,160.0,425.0,TSMC,ATI
2895,2895,AMD FirePro M4100,GPU,2013-10-16,28.0,,77.0,950.0,670.0,TSMC,AMD
2896,2896,AMD Radeon HD 7610M,GPU,2012-01-07,40.0,20.0,104.0,716.0,450.0,TSMC,AMD
2897,2897,NVIDIA GeForce Go 7400,GPU,2006-02-01,90.0,,81.0,112.0,450.0,TSMC,NVIDIA
2898,2898,ATI Mobility Radeon X1600,GPU,2006-02-01,90.0,,150.0,157.0,450.0,TSMC,ATI
2899,2899,ATI FirePro V8750,GPU,2008-07-28,55.0,151.0,256.0,956.0,750.0,TSMC,ATI
2900,2900,NVIDIA Tesla C2050,GPU,2011-07-25,40.0,238.0,529.0,3100.0,574.0,TSMC,NVIDIA
2901,2901,AMD Radeon HD 7350 OEM PCI,GPU,2012-01-05,40.0,19.0,59.0,292.0,650.0,TSMC,AMD
2902,2902,AMD Radeon RX 470 Mobile,GPU,2016-08-04,14.0,85.0,232.0,5700.0,926.0,GF,AMD
2903,2903,AMD Radeon HD 6770 Green Edition,GPU,2013-04-19,40.0,86.0,166.0,1040.0,700.0,TSMC,AMD
2904,2904,NVIDIA Quadro P620 Mobile,GPU,2018-02-01,14.0,40.0,132.0,3300.0,1177.0,Samsung,NVIDIA
2905,2905,NVIDIA GeForce 8800 GTS 512,GPU,2007-12-11,65.0,135.0,324.0,754.0,650.0,TSMC,NVIDIA
2906,2906,AMD Radeon HD 8510G IGP,GPU,2013-05-23,32.0,35.0,246.0,1303.0,554.0,TSMC,AMD
2907,2907,NVIDIA Quadro M3000M,GPU,2015-08-18,28.0,75.0,398.0,5200.0,1050.0,TSMC,NVIDIA
2908,2908,NVIDIA Tesla S1075,GPU,2008-06-01,55.0,800.0,470.0,1400.0,610.0,TSMC,NVIDIA
2909,2909,NVIDIA GeForce FX Go5200 NPB 32M,GPU,2003-03-01,150.0,,91.0,45.0,200.0,TSMC,NVIDIA
2910,2910,NVIDIA Quadro K5200,GPU,2014-07-22,28.0,150.0,561.0,7080.0,667.0,TSMC,NVIDIA
2911,2911,NVIDIA GeForce 710A,GPU,2015-03-21,28.0,45.0,118.0,1270.0,810.0,TSMC,NVIDIA
2912,2912,AMD Radeon E9260 PCIe,GPU,2016-09-27,14.0,80.0,123.0,3000.0,1090.0,GF,AMD
2913,2913,NVIDIA GeForce 8300,GPU,2007-04-17,80.0,40.0,127.0,210.0,500.0,Unknown,NVIDIA
2914,2914,ATI Radeon X1650 XT,GPU,2006-10-30,80.0,55.0,230.0,330.0,525.0,TSMC,ATI
2915,2915,NVIDIA GeForce 6600 AGP,GPU,2004-08-12,110.0,,154.0,146.0,300.0,TSMC,NVIDIA
2916,2916,NVIDIA GeForce 710A,GPU,2014-03-17,28.0,15.0,87.0,1020.0,719.0,TSMC,NVIDIA
2917,2917,ATI Mobility Radeon X600,GPU,2004-06-01,130.0,,92.0,75.0,400.0,TSMC,ATI
2918,2918,Intel UHD Graphics,GPU,2019-08-21,14.0,15.0,,,300.0,Intel,Intel
2919,2919,NVIDIA Quadro FX 5600 Mac Edition,GPU,2007-03-05,90.0,171.0,484.0,681.0,600.0,TSMC,NVIDIA
2920,2920,ATI Radeon X1050 AGP,GPU,2007-11-25,130.0,24.0,76.0,60.0,250.0,TSMC,ATI
2921,2921,AMD FireStream 9170,GPU,2007-11-08,55.0,105.0,192.0,666.0,800.0,TSMC,AMD
2922,2922,NVIDIA GeForce GTX 960 OEM,GPU,2015-11-26,28.0,,228.0,2940.0,1176.0,TSMC,NVIDIA
2923,2923,ATI Radeon HD 2600 XT X2,GPU,2007-07-26,65.0,,153.0,390.0,800.0,TSMC,ATI
2924,2924,NVIDIA GRID RTX T10-8,GPU,NaT,12.0,260.0,754.0,18600.0,1065.0,TSMC,NVIDIA
2925,2925,NVIDIA GeForce GTX 1050 Mobile,GPU,2017-01-03,14.0,75.0,132.0,3300.0,1354.0,Samsung,NVIDIA
2926,2926,NVIDIA GeForce RTX 3080 Max-Q,GPU,2021-01-12,8.0,80.0,392.0,17400.0,780.0,Samsung,NVIDIA
2927,2927,NVIDIA GeForce GTX 1650 Max-Q,GPU,2020-04-15,12.0,50.0,200.0,4700.0,930.0,TSMC,NVIDIA
2928,2928,Intel HD Graphics 3000,GPU,2011-02-01,32.0,,149.0,624.0,350.0,Intel,Intel
2929,2929,ATI Mobility Radeon HD 2400,GPU,2007-05-14,65.0,,85.0,180.0,450.0,TSMC,ATI
2930,2930,NVIDIA GeForce GT 525M,GPU,2011-01-05,40.0,23.0,116.0,585.0,600.0,TSMC,NVIDIA
2931,2931,Sony Playstation 2 GPU 90nm,GPU,2005-05-26,90.0,45.0,86.0,54.0,147.0,Sony,Other
2932,2932,AMD Radeon HD 7660D IGP,GPU,2012-10-02,32.0,100.0,246.0,1303.0,760.0,TSMC,AMD
2933,2933,NVIDIA GeForce GT 610 PCI,GPU,2012-04-02,40.0,29.0,79.0,292.0,810.0,TSMC,NVIDIA
2934,2934,ATI Radeon HD 3850 AGP,GPU,2008-01-03,55.0,75.0,192.0,666.0,668.0,TSMC,ATI
2935,2935,NVIDIA GeForce GTX 750 GM206,GPU,2015-11-17,28.0,,228.0,2940.0,1087.0,TSMC,NVIDIA
2936,2936,ATI FirePro V5700,GPU,2008-08-08,55.0,56.0,146.0,514.0,700.0,TSMC,ATI
2937,2937,ATI Mobility FireGL V5725,GPU,2009-01-01,55.0,,135.0,378.0,680.0,TSMC,ATI
2938,2938,Intel Iris Pro Graphics P580,GPU,2015-09-01,14.0,15.0,,,350.0,Intel,Intel
2939,2939,Intel UHD Graphics,GPU,2021-01-01,14.0,15.0,,,300.0,Intel,Intel
2940,2940,NVIDIA GeForce GTX 680MX Mac Edition,GPU,2012-10-23,28.0,122.0,294.0,3540.0,719.0,TSMC,NVIDIA
2941,2941,ATI All-In-Wonder Radeon 7500 VE,GPU,2002-04-16,150.0,,83.0,60.0,260.0,TSMC,ATI
2942,2942,NVIDIA GRID A100A,GPU,2020-05-14,7.0,400.0,826.0,54200.0,900.0,TSMC,NVIDIA
2943,2943,NVIDIA GeForce RTX 2070 Max-Q,GPU,2019-01-29,12.0,90.0,445.0,10800.0,885.0,TSMC,NVIDIA
2944,2944,ATI Radeon HD 4350,GPU,2008-09-30,55.0,20.0,73.0,242.0,600.0,TSMC,ATI
2945,2945,3dfx Voodoo4-2 4200 PCI 16 MB,GPU,NaT,180.0,15.0,112.0,14.0,166.0,TSMC,Other
2946,2946,AMD Radeon HD 6570 OEM,GPU,2011-02-07,40.0,44.0,118.0,716.0,650.0,TSMC,AMD
2947,2947,NVIDIA GeForce4 MX 440-SE,GPU,2002-02-06,150.0,,65.0,29.0,250.0,TSMC,NVIDIA
2948,2948,AMD Radeon R7 240 OEM,GPU,2013-11-01,28.0,50.0,77.0,950.0,730.0,TSMC,AMD
2949,2949,ATI FireGL V7350,GPU,2005-10-01,90.0,111.0,288.0,321.0,600.0,TSMC,ATI
2950,2950,ATI Radeon HD 5870 Eyefinity 6,GPU,2010-03-11,40.0,228.0,334.0,2154.0,850.0,TSMC,ATI
2951,2951,NVIDIA GeForce2 MX DH Pro TV,GPU,2000-06-28,180.0,,64.0,20.0,175.0,TSMC,NVIDIA
2952,2952,AMD FirePro D700,GPU,2014-01-18,28.0,274.0,352.0,4313.0,850.0,TSMC,AMD
2953,2953,NVIDIA GeForce 9100M G mGPU Intel,GPU,2008-07-29,65.0,12.0,144.0,314.0,450.0,Unknown,Intel
2954,2954,ATI Radeon 9600,GPU,2003-10-01,130.0,12.0,76.0,60.0,324.0,TSMC,ATI
2955,2955,NVIDIA GeForce GTX 260M,GPU,2009-03-03,65.0,65.0,324.0,754.0,550.0,TSMC,NVIDIA
2956,2956,AMD Radeon 550X 640SP,GPU,2018-04-11,14.0,50.0,103.0,2200.0,1019.0,GF,AMD
2957,2957,AMD Radeon R9 M470,GPU,2016-05-15,28.0,,160.0,2080.0,900.0,TSMC,AMD
2958,2958,Intel Aubrey Isle,GPU,2010-05-31,45.0,300.0,684.0,2300.0,1200.0,Intel,Intel
2959,2959,ATI Radeon HD 3570,GPU,2010-07-05,55.0,30.0,67.0,181.0,796.0,TSMC,ATI
2960,2960,AMD Radeon E9174 MXM,GPU,2017-10-03,14.0,50.0,103.0,2200.0,1124.0,GF,AMD
2961,2961,NVIDIA GeForce 9700M GT,GPU,2008-07-29,65.0,45.0,144.0,314.0,625.0,UMC,NVIDIA
2962,2962,AMD Radeon RX 6600,GPU,NaT,7.0,150.0,236.0,,1489.0,TSMC,AMD
2963,2963,ATI Radeon HD 2900 XTX,GPU,NaT,80.0,240.0,420.0,720.0,743.0,TSMC,ATI
2964,2964,AMD Radeon Pro 5500 XT,GPU,2020-08-04,7.0,125.0,158.0,6400.0,1187.0,TSMC,AMD
2965,2965,AMD Radeon RX 480 Mobile,GPU,2016-08-04,14.0,100.0,232.0,5700.0,1000.0,GF,AMD
2966,2966,ATI Mobility Radeon 9600,GPU,2004-06-01,130.0,,92.0,76.0,300.0,TSMC,ATI
2967,2967,ATI Radeon HD 5450 PCI,GPU,2010-02-04,40.0,19.0,59.0,292.0,650.0,TSMC,ATI
2968,2968,Intel UHD Graphics G7,GPU,2020-05-28,10.0,15.0,,,200.0,Intel,Intel
2969,2969,NVIDIA GeForce GTX 980M,GPU,2014-10-07,28.0,,398.0,5200.0,540.0,TSMC,NVIDIA
2970,2970,ATI Radeon X850 XT Platinum,GPU,2004-12-21,130.0,67.0,297.0,160.0,540.0,TSMC,ATI
2971,2971,NVIDIA GeForce GT 330M Mac Edition,GPU,2010-04-26,40.0,23.0,100.0,486.0,500.0,TSMC,NVIDIA
2972,2972,ATI FirePro RG220,GPU,2008-05-01,55.0,35.0,73.0,242.0,500.0,TSMC,ATI
2973,2973,NVIDIA GeForce2 MX,GPU,2000-06-28,180.0,,64.0,20.0,175.0,TSMC,NVIDIA
2974,2974,ATI Radeon X1950 CrossFire Edition,GPU,2006-09-10,90.0,,352.0,384.0,650.0,TSMC,ATI
2975,2975,NVIDIA TITAN V,GPU,2017-12-07,12.0,250.0,815.0,21100.0,1200.0,TSMC,NVIDIA
2976,2976,NVIDIA GeForce GTS 150 OEM,GPU,2009-03-10,65.0,141.0,324.0,754.0,738.0,TSMC,NVIDIA
2977,2977,ATI Radeon HD 2400 XT,GPU,2007-06-28,65.0,25.0,85.0,180.0,650.0,TSMC,ATI
2978,2978,NVIDIA GeForce RTX 2070,GPU,2018-10-17,12.0,175.0,445.0,10800.0,1410.0,TSMC,NVIDIA
